FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_v,Calign_min(n_v),n_u,Calign_max(n_u),n_a,CboundMin(n_a),n_b,CboundMax(n_b),jitter
98175,99329,(11#)85/2,98179,989.624,98175,3753.075,99317,2.663579,98175,10.10186193,98750,1506.208143,4.034574796,98731,2.343521,98175,10.13501703,99317,1.667415,98175,11.48984082,0.319840
99330,100484,(11#)43,99334,999.242,99330,3639.322,100483,2.663553,99330,9.70139408,99905,1520.765847,4.034622560,100447,2.344250,99330,9.73690160,100483,1.665027,99330,10.98641945,0.319351
100485,101639,(11#)87/2,100493,1008.836,100485,3719.542,101627,2.663528,100485,9.82107121,101060,1535.412063,4.034968789,101096,2.344624,100485,9.85629408,101627,1.662642,100485,11.09554584,0.318891
101640,102794,(11#)44,101641,1018.342,101745,3683.479,102793,2.663504,101745,9.62620237,102215,1549.779000,4.034647585,101747,2.345663,101745,9.71038691,102793,1.660168,101640,10.73438979,0.318441
102795,103949,(11#)89/2,102797,1027.897,103740,3828.132,103919,2.663479,103740,9.84482054,103370,1564.263417,4.034702169,102812,2.345196,103740,9.87700821,103946,1.657704,103740,10.89137986,0.318015
103950,105104,(11#)45,103951,1037.418,103950,3688.569,105097,2.663455,103950,9.47005704,104525,1578.406313,4.033949333,104827,2.346333,103950,9.50362491,105097,1.655152,103950,10.71418079,0.317610
105105,106259,(13#)7/2,105107,1046.940,105105,4060.756,106243,2.663430,105105,10.33087844,105680,1593.028233,4.034486922,105751,2.346112,105105,10.36286171,106258,1.652587,105105,11.98044567,0.317218
106260,107414,(11#)46,106261,1056.429,106260,3935.026,107377,2.663408,106260,9.92083173,106835,1607.476610,4.034636774,106466,2.346323,106260,9.95160010,107398,1.650005,106260,11.14371736,0.316851
107415,108569,(11#)93/2,107434,1066.078,107415,3920.521,108557,2.663385,107415,9.79634681,107990,1621.792903,4.034514943,107741,2.346667,107415,9.83049182,108557,1.647317,107415,11.01185588,0.316495
108570,109724,(11#)47,108571,1075.375,108570,3908.496,109721,2.663361,108570,9.68016198,109145,1636.086988,4.034399414,108677,2.346926,108570,9.71394282,109721,1.644603,108570,10.88648242,0.316154
109725,110879,(11#)95/2,109738,1084.943,109725,4083.981,110879,2.663338,109725,10.02668062,110300,1650.478559,4.034581486,109832,2.347414,109725,10.05989851,110879,1.641864,109725,11.18879573,0.315831
110880,112034,(11#)48,110881,1094.260,111930,3948.542,112031,2.663315,111930,9.53571186,111456,1664.539327,4.034015377,111262,2.347760,111930,9.60768858,112031,1.639103,110880,10.65802859,0.315525
112035,113189,(11#)97/2,112061,1103.883,112035,3965.434,113189,2.663294,112035,9.56915994,112611,1679.027246,4.034540598,112186,2.348669,112035,9.60092039,113189,1.636292,112035,10.74895673,0.315233
113190,114344,(11#)49,113194,1113.127,113190,3957.601,114343,2.663271,113190,9.46940676,113766,1693.136252,4.034206427,113537,2.348208,113190,9.49994308,114343,1.633453,113190,10.64067039,0.314956
114345,115499,(11#)99/2,114346,1122.492,114345,3990.950,115499,2.663250,114345,9.46932977,114921,1707.310529,4.034086405,115112,2.349210,114345,9.50224145,115499,1.630575,114345,10.63223116,0.314694
115500,116654,(11#)50,115502,1131.875,116025,4230.371,116639,2.663229,116025,9.91685549,116076,1721.622086,4.034340628,116386,2.349446,116025,9.99369405,116639,1.627703,116025,10.97629870,0.314449
116655,117809,(11#)101/2,116657,1141.216,117390,4102.265,117809,2.663208,116655,9.56482404,117231,1735.576933,4.033813031,117191,2.349114,116655,9.59702829,117809,1.624721,116655,10.71142415,0.314211
117810,118964,(11#)51,117811,1150.553,117810,4363.551,118931,2.663187,117810,10.10037850,118386,1750.067519,4.034577484,118687,2.349283,117810,10.13195536,118964,1.621809,117810,11.31434029,0.313989
118965,120119,(11#)103/2,118967,1159.893,118965,4164.805,120103,2.663166,118965,9.56278420,119541,1763.745922,4.033521424,119842,2.349583,118965,9.59367649,120103,1.618773,118965,10.69364515,0.313784
120120,121274,(13#)4,120121,1169.203,120120,4535.059,121271,2.663146,120120,10.32977036,120696,1778.120473,4.034110712,120557,2.349641,120120,10.35908417,121271,1.615696,120120,11.85369980,0.313587
121275,122429,(11#)105/2,121276,1178.546,121275,4190.184,122401,2.663127,121275,9.46888443,121851,1792.303607,4.034303144,122327,2.349745,121275,9.49727062,122422,1.612652,121275,10.58453861,0.313404
122430,123584,(11#)53,122443,1187.894,122430,4306.062,123583,2.663106,122430,9.65447974,123006,1806.227145,4.033958871,123547,2.350170,122430,9.68626907,123583,1.609508,122430,10.76271357,0.313232
123585,124739,(11#)107/2,123593,1197.131,123585,4296.739,124739,2.663086,123585,9.55892504,124161,1820.228708,4.033839248,123757,2.349909,123585,9.59040243,124739,1.606366,123585,10.65987723,0.313073
124740,125894,(11#)54,124753,1206.435,125580,4436.331,125887,2.663067,125580,9.73915681,125316,1834.415017,4.034170495,125276,2.350998,125580,9.80396620,125887,1.603216,125580,10.68755960,0.312926
125895,127049,(11#)109/2,125897,1215.597,126945,4420.105,127037,2.663048,126945,9.61695694,126471,1848.283399,4.033845887,126562,2.351778,126945,9.68771796,127037,1.600031,125895,10.64382685,0.312790
127050,128204,(11#)55,127051,1224.827,127050,4354.912,128203,2.663028,127050,9.46854111,127626,1862.145684,4.033557261,127837,2.350372,127050,9.49813291,128203,1.596770,127050,10.54832361,0.312664
128205,129359,(11#)111/2,128213,1234.107,128205,4513.038,129347,2.663010,128205,9.73900177,128781,1876.244693,4.033823566,128411,2.350536,128205,9.76742120,129358,1.593530,128205,10.81196320,0.312549
129360,130514,(11#)56,129361,1243.264,129675,4604.633,130513,2.662992,129675,9.84307178,129936,1890.387928,4.034218115,130127,2.350728,129675,9.91900115,130513,1.590222,129675,10.73802447,0.312445
130515,131669,(11#)113/2,130517,1252.471,130515,4493.256,131072,2.662962,130515,9.55363966,131091,1904.039842,4.033606911,130841,2.350805,130515,9.58430136,131662,1.586940,130515,10.61326607,0.312351
131670,132824,(11#)57,131671,1261.649,131670,4749.711,132817,2.662955,131670,10.02523467,132246,1918.048566,4.033795428,132766,2.350709,131670,10.05542300,132817,1.583575,131670,11.04446933,0.312268
132825,133979,(11#)115/2,132826,1270.844,132825,4733.588,133979,2.662936,132825,9.91908007,133401,1932.060809,4.034025870,133702,2.350861,132825,9.94873805,133979,1.580179,132825,10.96389890,0.312194
133980,135134,(11#)58,133981,1279.987,133980,4719.592,135131,2.662918,133980,9.81881880,134556,1945.509926,4.033125463,134857,2.350781,133980,9.84781368,135131,1.576785,133980,10.85917880,0.312129
135135,136289,(13#)9/2,135151,1289.256,135135,5000.221,136277,2.662901,135135,10.32881851,135711,1959.866200,4.034141867,136132,2.350881,135135,10.35631854,136277,1.573382,135135,11.72346259,0.312075
136290,137444,(11#)59,136294,1298.318,136290,4697.047,137443,2.662883,136290,9.63412971,136866,1973.182897,4.033055749,137132,2.351063,136290,9.66050337,137443,1.569890,136290,10.66217145,0.312029
137445,138599,(11#)119/2,137447,1307.410,137445,4958.378,138599,2.662866,137445,10.09915967,138021,1987.483890,4.034019202,137771,2.351807,137445,10.12884488,138599,1.566402,137445,11.18408768,0.311992
138600,139754,(11#)60,138604,1316.579,139230,4920.697,139753,2.662849,139230,9.91544010,139176,2001.267364,4.033957775,138926,2.352103,139230,9.97264927,139753,1.562893,139230,10.84611072,0.311964
139755,140909,(11#)121/2,139759,1325.644,139755,4713.255,140909,2.662832,139755,9.46783811,140331,2014.822735,4.033477281,140786,2.351127,139755,9.49671797,140909,1.559351,139755,10.47805367,0.311945
140910,142064,(11#)61,140914,1334.755,140910,4826.051,142061,2.662815,140910,9.62825168,141486,2028.427641,4.033138706,142061,2.351245,140910,9.65680716,142061,1.555795,140910,10.63268985,0.311934
142065,143219,(11#)123/2,142067,1343.801,142065,4900.379,143197,2.662799,142065,9.71048346,142641,2042.390944,4.033545667,142711,2.350937,142065,9.73830362,143197,1.552263,142065,10.70923983,0.311932
143220,144374,(11#)62,143224,1352.961,143220,4976.016,144349,2.662783,143220,9.79413135,143796,2056.149492,4.033576866,143426,2.350889,143220,9.82081261,144349,1.548655,143220,10.78727332,0.311937
144375,145529,(11#)125/2,144379,1361.944,144690,4856.323,145517,2.662766,144690,9.47771452,144951,2070.046298,4.033908229,144427,2.350866,144690,9.55338740,145526,1.544959,144375,10.45522480,0.311951
145530,146684,(11#)63,145531,1370.968,145530,4874.526,146683,2.662749,145530,9.46754688,146106,2083.473875,4.033359605,146297,2.350790,145530,9.49653087,146683,1.541267,145530,10.44971471,0.311973
146685,147839,(11#)127/2,146701,1380.122,146685,4945.874,147827,2.662733,146685,9.54322957,147261,2097.177733,4.033382463,146857,2.350876,146685,9.57177405,147827,1.537608,146685,10.52003020,0.312002
147840,148994,(11#)64,147853,1389.124,147840,4938.745,148991,2.662717,147840,9.46743083,148416,2111.021162,4.033701296,148781,2.350700,147840,9.49546163,148229,1.536343,147840,10.43892728,0.312014
148995,150149,(11#)129/2,148997,1398.053,148995,5092.003,150131,2.662702,148995,9.69828626,149571,2124.145281,4.032683284,149222,2.350693,148995,9.72569228,148997,1.540572,148995,10.66456273,0.312039
150150,151304,(13#)5,150151,1407.049,150150,5457.616,151303,2.662686,150150,10.32798717,150726,2138.271552,4.033598781,150497,2.350751,150150,10.35393495,150151,1.546854,150150,11.61667042,0.312083
151305,152459,(11#)131/2,151306,1416.062,151515,5090.319,152459,2.662670,151515,9.56069720,151881,2151.836900,4.033478086,152147,2.350501,151515,9.60313060,151306,1.553081,151305,10.49669375,0.312134
152460,153614,(11#)66,152461,1425.027,152460,5066.733,153611,2.662655,152460,9.46720970,153036,2165.217876,4.033046026,153071,2.351395,152460,9.49544601,152461,1.559175,152460,10.41822589,0.312193
153615,154769,(11#)133/2,153623,1434.054,153615,5398.522,154769,2.662640,153615,10.02404704,154191,2179.027204,4.033441246,154591,2.350499,153615,10.05200546,153623,1.565246,153615,10.93729390,0.312259
154770,155924,(11#)67,154772,1443.008,155610,5357.603,155921,2.662625,155610,9.84169818,155346,2192.619732,4.033459215,155801,2.350309,155610,9.90477154,154772,1.571229,155610,10.63074773,0.312331
155925,157079,(11#)135/2,155938,1452.027,156975,5339.533,157061,2.662611,156975,9.73748674,156501,2206.077263,4.033258450,156361,2.350194,156975,9.80700979,155938,1.577128,156975,10.55373784,0.312410
157080,158234,(11#)68,157081,1460.859,157080,5540.411,158233,2.662595,157080,10.09812943,157656,2219.423511,4.032886948,158077,2.350102,157080,10.12429928,157081,1.582844,157080,11.08312844,0.312495
158235,159389,(11#)137/2,158243,1469.845,158340,5323.851,159389,2.662581,158340,9.63906561,158811,2233.073786,4.033096237,158791,2.350054,158340,9.71453061,158243,1.588602,158235,10.46398731,0.312588
159390,160544,(11#)69,159394,1478.756,159390,5507.988,160541,2.662566,159390,9.91769910,159966,2246.772292,4.033414453,160442,2.349838,159390,9.94511696,159394,1.594256,159390,10.83815861,0.312686
160545,161699,(11#)139/2,160546,1487.646,160545,5327.891,161683,2.662551,160545,9.53594422,161121,2260.142090,4.033168139,161156,2.349915,160545,9.56351936,160546,1.599820,160545,10.45365201,0.312791
161700,162854,(11#)70,161708,1496.622,162435,5593.555,162853,2.662538,162435,9.91427750,162276,2273.797591,4.033456927,161717,2.349675,162435,9.92906756,161717,1.605380,162435,10.74940633,0.312904
162855,164009,(11#)141/2,162859,1505.449,162855,5471.509,163997,2.662523,162855,9.67711174,163431,2287.028538,4.033019574,162872,2.349681,162855,9.70378960,162859,1.610755,162855,10.58584161,0.313020
164010,165164,(11#)71,164011,1514.310,164010,5462.219,165161,2.662509,164010,9.60389037,164586,2300.189749,4.032492631,165161,2.349790,164010,9.62995549,164011,1.616110,164010,10.50821076,0.313142
165165,166319,(13#)11/2,165173,1523.239,165165,5908.048,166319,2.662495,165165,10.32724606,165741,2314.214129,4.033499550,165811,2.349468,165165,10.35187109,165173,1.621444,165165,11.52736048,0.313272
166320,167474,(11#)72,166349,1532.266,166320,5447.266,167471,2.662481,166320,9.46659105,166896,2327.338526,4.032957933,167372,2.349514,166530,9.49287443,166349,1.626775,166320,10.36226496,0.313409
167475,168629,(11#)145/2,167483,1540.961,167475,5681.639,168629,2.662468,167475,9.81715484,168051,2340.776446,4.032988207,167801,2.348972,167475,9.84412082,167483,1.631851,167475,10.70856725,0.313547
168630,169784,(11#)73,168631,1549.755,169575,5627.075,169783,2.662454,169575,9.62237255,169206,2354.394771,4.033349559,168737,2.348922,169260,9.67056292,168631,1.636929,168630,10.48706467,0.313692
169785,170939,(11#)147/2,169789,1558.617,169785,5541.608,170927,2.662440,169785,9.46644780,170361,2367.566865,4.032969816,170881,2.348450,169785,9.49271464,169789,1.641989,169785,10.34954843,0.313844
170940,172094,(11#)74,170948,1567.513,170940,5732.262,172093,2.662427,170940,9.73686678,171516,2381.064956,4.033170164,171881,2.348407,170940,9.76260381,170953,1.647014,170940,10.61587099,0.314002
172095,173249,(11#)149/2,172097,1576.251,172095,5642.486,173249,2.662414,172095,9.53074787,172671,2394.205674,4.032789150,172882,2.348483,172095,9.55578174,172097,1.651893,172095,10.40571322,0.314163
173250,174404,(11#)75,173254,1585.096,173250,5635.725,174389,2.662401,173250,9.46630613,173826,2407.397483,4.032522025,173896,2.349110,173250,9.49024165,173254,1.656789,173250,10.33727179,0.314330
174405,175559,(11#)151/2,174407,1593.865,174405,5705.025,175543,2.662387,174405,9.52979147,174981,2421.021272,4.032998888,175172,2.348664,174405,9.55614529,174407,1.661570,174405,10.39681295,0.314503
175560,176714,(11#)76,175564,1602.711,175560,6033.484,176713,2.662375,175560,10.02304749,176136,2434.411020,4.033102799,176536,2.348020,175560,10.04928863,175573,1.666369,175560,10.85418628,0.314682
176715,177869,(11#)153/2,176716,1611.474,176715,6111.461,177841,2.662362,176715,10.09724336,177291,2447.461399,4.032668803,177746,2.347512,176715,10.12303770,176716,1.671068,176715,11.00233743,0.314863
177870,179024,(11#)77,177874,1620.255,177870,5760.734,179021,2.662349,177870,9.46612223,178446,2460.920720,4.032930966,178252,2.347744,177870,9.49144970,177874,1.675694,177870,10.32156763,0.315051
179025,180179,(11#)155/2,179026,1629.001,179025,5991.598,180179,2.662336,179025,9.79249350,179601,2473.916190,4.032455728,179176,2.347222,179025,9.81717382,179029,1.680264,179025,10.64417228,0.315243
180180,181334,(13#)6,180181,1637.742,180180,6352.424,181303,2.662324,180180,10.32657872,180756,2487.577082,4.033084527,180331,2.346941,180180,10.35008259,180181,1.684790,180180,11.45141776,0.315440
181335,182489,(11#)157/2,181348,1646.620,181545,6091.679,182489,2.662311,181545,9.84056942,181911,2500.662774,4.032798415,182101,2.346583,181545,9.88067259,181354,1.689366,181545,10.55101656,0.315645
182490,183644,(11#)79,182498,1655.308,182490,5961.691,183637,2.662299,182490,9.58887822,183066,2513.896155,4.032772927,183256,2.346503,182490,9.61475675,182503,1.693758,182490,10.42950235,0.315851
183645,184799,(11#)159/2,183646,1663.989,183645,6032.289,184777,2.662287,183645,9.65150593,184221,2527.378068,4.033163254,183971,2.346179,183645,9.67714951,183646,1.698118,183645,10.48853209,0.316060
184800,185954,(11#)80,184802,1672.724,185640,6252.103,185951,2.662274,185640,9.91329877,185376,2540.319799,4.032711488,185467,2.345903,185640,9.97519410,184802,1.702458,185640,10.67440027,0.316275
185955,187109,(11#)161/2,185957,1681.424,185955,6262.991,187091,2.662262,185955,9.91656461,186531,2553.542407,4.032728516,186742,2.345651,185955,9.94125318,185957,1.706728,185955,10.74473864,0.316496
187110,188264,(11#)81,187111,1690.126,187110,6009.313,188261,2.662250,187110,9.46577079,187686,2566.576703,4.032468816,187897,2.345418,187110,9.48976588,187111,1.710965,187110,10.29222468,0.316720
188265,189419,(11#)163/2,188273,1698.882,188370,6215.725,189407,2.662238,188370,9.73617373,188841,2579.995844,4.032832048,188911,2.345633,188370,9.81225596,188273,1.715187,188370,10.46008680,0.316950
189420,190574,(11#)82,189421,1707.524,189420,6226.838,190573,2.662226,189420,9.70839418,189996,2593.021781,4.032598297,190186,2.345378,189420,9.73376297,189421,1.719311,189420,10.52799331,0.317182
190575,191729,(11#)165/2,190577,1716.218,190575,6102.021,191717,2.662215,190575,9.46564238,191151,2606.222535,4.032656071,191551,2.344602,190575,9.49092460,190577,1.723419,190575,10.28187306,0.317420
191730,192884,(11#)83,191732,1724.932,191730,6208.627,192883,2.662202,191730,9.58246195,192306,2619.451515,4.032774193,191837,2.344792,191730,9.60734429,191738,1.727519,191730,10.39535304,0.317663
192885,194039,(11#)167/2,192887,1733.567,192885,6201.065,194027,2.662191,192885,9.52292833,193461,2632.648999,4.032860445,193916,2.344182,192885,9.54734772,192887,1.731496,192885,10.33252243,0.317907
194040,195194,(11#)84,194042,1742.249,194040,6194.543,195193,2.662180,194040,9.46551863,194616,2645.018677,4.031704222,194917,2.343834,194040,9.48934542,194042,1.735489,194040,10.27184356,0.318157
195195,196349,(13#)13/2,195197,1750.886,195195,6791.222,196337,2.662168,195195,10.32597584,195771,2658.668527,4.032519357,195751,2.343652,195195,10.34839166,195197,1.739404,195195,11.38598287,0.318411
196350,197504,(11#)85,196358,1759.597,196350,6673.139,197479,2.662157,196350,10.09646852,196926,2672.081730,4.032983372,196907,2.343388,196350,10.11780857,196358,1.743333,196350,10.93603544,0.318670
197505,198659,(11#)171/2,197507,1768.174,197505,6656.567,198659,2.662145,197505,10.02218719,198081,2685.067164,4.032816657,197621,2.343278,197505,10.04690872,197507,1.747146,197505,10.78765039,0.318930
198660,199814,(11#)86,198668,1776.888,198660,6471.568,199813,2.662134,198660,9.69621990,199236,2697.894442,4.032433338,199777,2.346888,198660,9.72067279,198673,1.750993,198660,10.48981982,0.319198
199815,200969,(11#)173/2,199819,1785.447,199815,6385.243,200929,2.662124,199815,9.52067059,200391,2710.799571,4.032187516,199832,2.342782,199815,9.54495676,199819,1.754734,199815,10.31117425,0.319465
200970,202124,(11#)87,200971,1794.043,200970,6615.046,202121,2.662112,200970,9.81584623,201546,2724.382699,4.032962872,202121,2.342604,200970,9.83962638,200971,1.758457,200970,10.60325715,0.319737
202125,203279,(11#)175/2,202127,1802.661,202125,6409.378,203279,2.662101,202125,9.46524115,202701,2736.946015,4.032244513,203122,2.342482,202125,9.48834936,202127,1.762155,202125,10.24963998,0.320014
203280,204434,(11#)88,203282,1811.283,203490,6551.721,204431,2.662090,203490,9.62109273,203856,2750.065692,4.032366061,203926,2.341876,203490,9.66167507,203282,1.765830,203280,10.24659017,0.320295
204435,205589,(11#)177/2,204437,1819.861,204435,6584.049,205589,2.662080,204435,9.63121763,205011,2763.310885,4.032684563,204641,2.341473,204435,9.65572087,204437,1.769433,204435,10.40963420,0.320579
205590,206744,(11#)89,205594,1828.483,205590,6575.828,206699,2.662069,205590,9.57392014,206166,2776.280919,4.032615410,206411,2.341000,205590,9.59835038,205594,1.773040,205590,10.34938719,0.320867
206745,207899,(11#)179/2,206749,1837.047,207480,6810.258,207877,2.662058,207480,9.83961511,207321,2788.992365,4.032189617,207412,2.340810,207480,9.85182749,206749,1.776572,207480,10.48914410,0.321158
207900,209054,(11#)90,207902,1845.624,208845,6898.384,209039,2.662047,208845,9.91245622,208476,2802.018759,4.032237191,208931,2.341982,208845,9.93403476,207902,1.780096,208845,10.61433719,0.321453
209055,210209,(11#)181/2,209063,1854.218,209055,6629.364,210209,2.662037,209055,9.51788769,209631,2814.902760,4.032095686,209227,2.347311,209055,9.54088819,209063,1.783575,209055,10.28469240,0.321752
210210,211364,(13#)7,210214,1862.768,210210,7225.097,211349,2.662026,210210,10.32542719,210786,2828.342667,4.032761931,210557,2.340029,210210,10.34704626,210214,1.787024,210210,11.32893243,0.322053
211365,212519,(11#)183/2,211366,1871.299,211365,6766.156,212507,2.662016,211365,9.62536047,211941,2841.053120,4.032400802,212207,2.339438,211575,9.65205043,211369,1.790419,211365,10.38652844,0.322358
212520,213674,(11#)92,212522,1879.853,212520,7002.083,213659,2.662005,212520,9.91560897,213096,2853.991675,4.032380631,213496,2.339353,212520,9.93960024,212522,1.793807,212520,10.67226980,0.322666
213675,214829,(11#)185/2,213676,1888.403,213675,6905.972,214817,2.661995,213675,9.73528747,214251,2866.746897,4.032117952,214211,2.339014,213675,9.75905071,213676,1.797173,213675,10.49092696,0.322977
214830,215984,(11#)93,214831,1896.901,214830,6977.082,215983,2.661985,214830,9.79120150,215406,2879.798618,4.032287259,215771,2.338978,214830,9.81454833,214831,1.800446,214830,10.54411178,0.323292
215985,217139,(11#)187/2,215998,1905.534,215985,7226.450,217121,2.661975,215985,10.09577805,216561,2892.724000,4.032292739,216421,2.338350,215985,10.11856877,215998,1.803777,215985,10.88053941,0.323614
217140,218294,(11#)94,217142,1913.973,217140,6956.344,218287,2.661964,217140,9.67508243,217716,2905.739429,4.032436785,217577,2.338032,217140,9.69721462,217142,1.806996,217140,10.42262245,0.323932
218295,219449,(11#)189/2,218308,1922.584,218295,6835.357,219437,2.661955,218295,9.46471882,218871,2918.349961,4.032034431,218852,2.337689,218295,9.48574714,218308,1.810271,218295,10.20961356,0.324260
219450,220604,(11#)95,219451,1930.967,219450,7269.495,220589,2.661945,219450,10.02143115,220026,2931.655081,4.032604506,220502,2.337113,219450,10.04514976,219451,1.813387,219450,10.73302269,0.324584
220605,221759,(11#)191/2,220613,1939.518,220605,6932.310,221747,2.661935,220605,9.51472718,221181,2944.092904,4.031995401,221581,2.337979,220605,9.53839988,220613,1.816566,220605,10.25439955,0.324917
221760,222914,(11#)96,221762,1947.985,221760,6926.052,222913,2.661925,221760,9.46461322,222336,2957.164822,4.032270220,222646,2.336494,221760,9.48791587,221762,1.819695,221760,10.20170788,0.325249
222915,224069,(11#)193/2,222919,1956.468,223860,7029.716,224069,2.661915,223860,9.53073578,223491,2970.177603,4.032474674,222932,2.336509,223860,9.55165113,222919,1.822786,222915,10.24867729,0.325587
224070,225224,(11#)97,224071,1964.927,224070,7059.921,225223,2.661905,224070,9.56417213,224646,2982.493750,4.031749928,224221,2.336424,224070,9.58645375,224071,1.825851,224070,10.29618770,0.325926
225225,226379,(13#)15/2,225227,1973.408,225225,7654.340,226379,2.661895,225225,10.32492096,225801,2995.653863,4.032180972,225871,2.335872,225225,10.34581238,225227,1.828898,225225,11.27871293,0.326269
226380,227534,(11#)98,226381,1981.868,226380,7046.615,227533,2.661886,226380,9.46447531,226956,3008.620407,4.032360249,227432,2.335783,226380,9.48436601,226381,1.831913,226380,10.19150389,0.326615
227535,228689,(11#)197/2,227537,1990.336,227535,7112.958,228677,2.661877,227535,9.51297687,228111,3021.341005,4.032222655,228511,2.334813,227535,9.53628323,227537,1.834905,227535,10.23754833,0.326964
228690,229844,(11#)99,228692,1998.826,229425,7113.872,229841,2.661867,228690,9.46440904,229266,3034.161714,4.032231879,229666,2.334271,228690,9.48750148,228692,1.837905,228690,10.18654017,0.327316
229845,230999,(11#)199/2,229847,2007.239,229845,7172.997,230999,2.661857,229845,9.51241792,230421,3046.870594,4.032105924,230941,2.333858,229845,9.53509916,229847,1.840803,229845,10.23213570,0.327671
231000,232154,(11#)100,231001,2015.675,232050,7534.170,232153,2.661848,232050,9.91171578,231576,3059.503431,4.031893606,231877,2.333650,232050,9.98138900,231001,1.843711,232050,10.56501482,0.328028
232155,233309,(11#)201/2,232171,2024.220,232155,7307.500,233297,2.661839,232155,9.60991216,232731,3072.398280,4.032039461,232591,2.333329,232155,9.63142998,232171,1.846632,232155,10.32486210,0.328393
233310,234464,(11#)101,233314,2032.580,233415,7515.563,234463,2.661829,233415,9.83879344,233886,3085.146012,4.032003562,233866,2.332923,233415,9.91660626,233314,1.849475,233415,10.43957896,0.328753
234465,235619,(11#)203/2,234467,2040.971,234465,7525.472,235607,2.661820,234465,9.81477062,235041,3097.834647,4.031903181,235022,2.332558,234465,9.83768003,234467,1.852289,234465,10.52501528,0.329118
235620,236774,(11#)102,235621,2049.382,235620,7772.443,236773,2.661811,235620,10.09515643,236196,3110.695717,4.032039043,236596,2.332617,235620,10.11794875,235621,1.855096,235620,10.83331468,0.329486
236775,237929,(11#)205/2,236779,2057.815,236775,7504.146,237929,2.661802,236775,9.70684787,237351,3123.727499,4.032404728,237806,2.331903,236775,9.72928609,236779,1.857887,236775,10.41251035,0.329859
237930,239084,(11#)103,237934,2066.239,237930,7419.198,239081,2.661793,237930,9.55785034,238506,3136.018598,4.031827225,239026,2.331948,237930,9.57979262,237934,1.860661,237930,10.26123860,0.330233
239085,240239,(11#)207/2,239087,2074.606,239085,7727.548,240209,2.661784,239085,9.91478590,239661,3148.630971,4.031678709,239236,2.331206,239085,9.93641116,239087,1.863378,239085,10.61423132,0.330609
240240,241394,(13#)8,240242,2083.017,240240,8079.458,241393,2.661775,240240,10.32445160,240816,3161.652912,4.032064602,240677,2.331133,240240,10.34470011,240242,1.866105,240240,11.23411389,0.330988
241395,242549,(11#)209/2,241412,2091.531,241395,7873.372,242533,2.661766,241395,10.02075765,241971,3174.751608,4.032554401,242161,2.330190,241395,10.04000405,241421,1.868837,241395,10.68728115,0.331378
242550,243704,(11#)105,242551,2099.762,242550,7465.796,243703,2.661757,242550,9.46401883,243126,3186.725438,4.031629132,242876,2.330086,242550,9.48670751,242551,1.871445,242550,10.15851244,0.331755
243705,244859,(11#)211/2,243707,2108.146,243705,7531.411,244859,2.661748,243705,9.50926967,244281,3199.819818,4.032135199,244162,2.329901,243705,9.53175374,243707,1.874092,243705,10.20158879,0.332142
244860,246014,(11#)106,244861,2116.509,244860,7672.894,246011,2.661739,244860,9.64952273,245436,3212.667273,4.032336685,245527,2.329015,244860,9.67160373,244861,1.876712,244860,10.33968093,0.332532
246015,247169,(11#)213/2,246017,2124.881,246015,7664.541,247141,2.661731,246015,9.60108227,246591,3224.712878,4.031546372,246802,2.328567,246015,9.62266733,246017,1.879314,246015,10.28910219,0.332924
247170,248324,(11#)107,247183,2133.319,247170,7657.036,248323,2.661722,247170,9.55402688,247746,3237.457476,4.031644471,247957,2.328175,247170,9.57494802,247183,1.881916,247170,10.23992169,0.333323
248325,249479,(11#)215/2,248342,2141.718,248325,7800.188,249463,2.661714,248325,9.69468979,248901,3250.229896,4.031786683,248971,2.328485,248325,9.71457171,248342,1.884496,248325,10.37848160,0.333722
249480,250634,(11#)108,249497,2150.048,249480,7644.178,250619,2.661705,249480,9.46383210,250056,3263.088570,4.032043952,249532,2.328377,249795,9.52823915,249497,1.887018,249480,10.14553371,0.334122
250635,251789,(11#)217/2,250636,2158.309,250635,7938.421,251789,2.661697,250635,9.79013972,251211,3276.073562,4.032463911,251611,2.326939,251160,9.81288770,250643,1.889512,250635,10.46977106,0.334521
251790,252944,(11#)109,251791,2166.610,252525,7798.519,252937,2.661688,252525,9.55716228,252366,3287.607205,4.031113086,252886,2.326492,251790,9.57414523,251791,1.891991,251790,10.22979624,0.334923
252945,254099,(11#)219/2,252946,2174.958,253890,7878.906,254083,2.661680,253890,9.61205271,253521,3301.167328,4.032258639,254041,2.326180,253890,9.63176110,252949,1.894472,252945,10.27257675,0.335332
254100,255254,(11#)110,254102,2183.291,254100,7762.697,255253,2.661671,254100,9.46371186,254676,3312.959780,4.031254128,255251,2.325577,254100,9.48462491,254102,1.896935,254100,10.13723050,0.335741
255255,270269,(17#)/2,255259,2191.607,255255,9067.342,262144,2.661612,255255,11.01228466,262655,3401.384432,4.031736877,269902,2.320254,255255,11.03177480,255259,1.899360,255255,12.11578035,0.336153
270270,285284,(13#)9,270271,2299.250,270270,8918.277,285283,2.661467,270270,10.32361264,277676,3563.813765,4.031588520,284917,2.313979,270270,10.34267277,270271,1.929301,270270,11.15830267,0.341718
