FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg
975975,990989,(13#)65/2,975977,6823.357,975975,26466.281,990989,2.659433,975975,10.31545274,983453,10403.733690,4.028467524
990990,1006004,(13#)33,991009,6913.060,990990,26813.855,1006003,2.659411,990990,10.31536589,998469,10539.281307,4.028417807
1006005,1021019,(13#)67/2,1006007,7002.380,1009470,27698.470,1021019,2.659389,1009470,10.48862638,1013484,10674.587669,4.028380384
1021020,1036034,(17#)2,1021036,7091.735,1021020,29340.649,1036027,2.659368,1021020,11.00287541,1028500,10809.774812,4.028398061
1036035,1051049,(13#)69/2,1036039,7180.705,1036035,29178.615,1048576,2.659347,1036035,10.80630875,1043515,10944.469597,4.028329961
1051050,1066064,(13#)35,1051051,7269.586,1051050,28197.162,1066063,2.659326,1051050,10.31503181,1058530,11079.029755,4.028307885
1066065,1081079,(13#)71/2,1066067,7358.323,1066065,28954.944,1081079,2.659306,1066065,10.46444377,1073546,11213.270018,4.028261949
1081080,1096094,(13#)36,1081082,7446.902,1081080,28884.854,1096079,2.659286,1081080,10.31487264,1088561,11347.362757,4.028252612
1096095,1111109,(13#)73/2,1096097,7535.291,1096095,29639.381,1111091,2.659266,1096095,10.46007390,1103576,11481.177881,4.028231385
1111110,1126124,(13#)37,1111114,7623.560,1119195,30804.190,1126093,2.659247,1119195,10.67872565,1118592,11614.557120,4.028142870
1126125,1141139,(13#)75/2,1126154,7711.791,1138830,30622.878,1141139,2.659227,1138830,10.45890051,1133607,11748.010718,4.028162763
1141140,1156154,(13#)38,1141148,7799.612,1141140,32032.328,1156151,2.659209,1141140,10.92130907,1148622,11881.124574,4.028145368
1156155,1171169,(13#)77/2,1156157,7887.328,1156155,30593.201,1171133,2.659190,1156155,10.31449679,1163638,12013.948465,4.028107716
1171170,1186184,(13#)39,1171174,7974.982,1171170,30933.120,1186181,2.659172,1171170,10.31442529,1178653,12146.501430,4.028055812
1186185,1201199,(13#)79/2,1186204,8062.563,1186185,31678.547,1201183,2.659154,1186185,10.44830720,1193668,12278.947679,4.028042737
1201200,1216214,(13#)40,1201201,8149.766,1201200,31611.191,1216213,2.659136,1201200,10.31428458,1208684,12411.142980,4.028019201
1216215,1231229,(13#)81/2,1216216,8237.012,1217370,32342.915,1231229,2.659119,1217370,10.43276504,1223699,12543.141989,4.028002081
1231230,1246244,(13#)41,1231231,8324.008,1231230,33114.913,1246243,2.659101,1231230,10.57861374,1238714,12674.814200,4.027948855
1246245,1261259,(13#)83/2,1246247,8410.925,1246245,33026.891,1261259,2.659084,1246245,10.44141593,1253730,12806.452305,4.027951637
1261260,1276274,(13#)42,1261261,8497.694,1272810,33436.397,1276271,2.659067,1272810,10.38137721,1268745,12937.614270,4.027870312
1276275,1291289,(17#)5/2,1276279,8584.350,1276275,35516.539,1291271,2.659051,1276275,11.00154720,1283760,13068.956406,4.027908625
1291290,1306304,(13#)43,1291294,8670.869,1291290,34452.620,1306289,2.659035,1291290,10.56544487,1298775,13199.733199,4.027834622
1306305,1321319,(13#)87/2,1306306,8757.226,1306305,35225.369,1321319,2.659018,1306305,10.69581686,1313791,13330.716062,4.027883809
1321320,1336334,(13#)44,1321322,8843.476,1322685,34897.703,1336333,2.659003,1322685,10.48362898,1328806,13461.056853,4.027798078
1336335,1351349,(13#)89/2,1336337,8929.579,1336335,35033.985,1351327,2.658987,1336335,10.43224742,1343821,13591.440193,4.027783728
1351350,1366364,(13#)45,1351373,9015.690,1354815,35899.291,1366349,2.658971,1354815,10.56464386,1358836,13721.619309,4.027765219
1366365,1381379,(13#)91/2,1366367,9101.435,1366365,35302.467,1381349,2.658956,1366365,10.31357855,1373851,13851.529672,4.027723314
1381380,1396394,(13#)46,1381381,9187.173,1381380,37331.979,1396393,2.658941,1381380,10.80463901,1388867,13981.444542,4.027736534
1396395,1411409,(13#)93/2,1396396,9272.821,1396395,37207.400,1411387,2.658926,1396395,10.66909708,1403882,14111.012061,4.027702221
1411410,1426424,(13#)47,1411411,9358.296,1411410,37105.464,1426393,2.658911,1411410,10.54258966,1418897,14240.335759,4.027650591
1426425,1441439,(13#)95/2,1426427,9443.685,1426425,38784.689,1441439,2.658897,1426425,10.92001320,1433912,14369.759505,4.027677589
1441440,1456454,(13#)48,1441448,9529.039,1452990,37427.504,1456451,2.658882,1452990,10.37217927,1448928,14498.719566,4.027623899
1456455,1471469,(13#)97/2,1456456,9614.151,1456455,37683.538,1471447,2.658868,1456455,10.42179375,1463943,14627.704424,4.027625683
1471470,1486484,(13#)49,1471478,9699.189,1471470,37620.872,1486451,2.658854,1471470,10.31317853,1478958,14756.355729,4.027583054
1486485,1501499,(13#)99/2,1486493,9784.102,1492260,39420.748,1501499,2.658840,1492260,10.67709497,1493973,14884.951591,4.027571910
1501500,1516514,(13#)50,1501501,9868.876,1514205,39205.283,1516513,2.658826,1514205,10.48635334,1508988,15013.196706,4.027511758
1516515,1531529,(13#)101/2,1516531,9953.665,1516515,38997.758,1531499,2.658813,1516515,10.41718872,1524004,15141.515616,4.027516175
1531530,1546544,(17#)3,1531534,10038.207,1531530,41531.665,1546537,2.658799,1531530,11.00049541,1539019,15269.751701,4.027541361
1546545,1561559,(13#)103/2,1546547,10122.671,1546545,39652.373,1561559,2.658786,1546545,10.41502046,1554034,15397.427723,4.027461824
1561560,1576574,(13#)52,1561564,10207.091,1561560,39590.952,1576571,2.658773,1561560,10.31286079,1569049,15525.239381,4.027460253
1576575,1591589,(13#)105/2,1576579,10291.343,1576575,39917.823,1591589,2.658760,1576575,10.31280992,1584064,15652.750379,4.027421849
1591590,1606604,(13#)53,1591594,10375.530,1591590,41033.448,1606603,2.658747,1591590,10.51497078,1599079,15780.468789,4.027476497
1606605,1621619,(13#)107/2,1606622,10459.675,1606605,40956.800,1621619,2.658734,1606605,10.41092631,1614095,15907.405493,4.027371370
1621620,1636634,(13#)54,1621621,10543.543,1621620,40896.144,1636627,2.658722,1621620,10.31266060,1629110,16034.659730,4.027386090
1636635,1651649,(13#)109/2,1636637,10627.419,1636635,41606.682,1651621,2.658710,1636635,10.40899143,1644125,16161.669981,4.027377116
1651650,1666664,(13#)55,1651654,10711.215,1651650,41546.392,1666657,2.658697,1651650,10.31256387,1659140,16288.469872,4.027353062
1666665,1681679,(13#)111/2,1666694,10795.027,1666665,43067.230,1681679,2.658685,1666665,10.60715947,1674155,16415.107402,4.027325732
1681680,1696694,(13#)56,1681682,10878.453,1688610,42413.465,1696693,2.658673,1688610,10.32921553,1689170,16541.629142,4.027306139
1696695,1711709,(13#)113/2,1696697,10961.921,1708245,43366.121,1711687,2.658661,1708245,10.45667512,1704185,16667.946040,4.027272247
1711710,1726724,(13#)57,1711714,11045.330,1711710,45362.495,1726693,2.658649,1711710,10.91898631,1719201,16794.362450,4.027296835
1726725,1741739,(13#)115/2,1726726,11128.605,1726725,45220.898,1741723,2.658637,1726725,10.80339350,1734216,16920.357861,4.027254381
1741740,1756754,(13#)58,1741741,11211.791,1741740,45098.808,1756747,2.658626,1741740,10.69422112,1749231,17046.336119,4.027241586
1756755,1771769,(13#)117/2,1756774,11295.010,1763580,44680.893,1771751,2.658614,1763580,10.48206782,1764246,17172.088363,4.027208440
1771770,1786784,(13#)59,1771778,11377.965,1771770,44906.745,1786781,2.658603,1771770,10.49311119,1779261,17297.849386,4.027209681
1786785,1801799,(17#)7/2,1786787,11460.844,1786785,47417.724,1801781,2.658592,1786785,10.99962821,1794276,17423.524265,4.027222141
1801800,1816814,(13#)60,1801804,11543.717,1806420,45966.416,1816813,2.658581,1806420,10.56307655,1809291,17548.531884,4.027112308
1816815,1831829,(13#)121/2,1816831,11626.505,1826055,45814.345,1831811,2.658570,1826055,10.43056730,1824307,17674.125652,4.027167931
1831830,1846844,(13#)61,1831831,11709.083,1831830,46186.809,1846843,2.658559,1831830,10.48680193,1839322,17799.235791,4.027142884
1846845,1861859,(13#)123/2,1846847,11791.662,1846845,46910.042,1861859,2.658548,1846845,10.57638925,1854337,17924.337043,4.027145418
1861860,1876874,(13#)62,1861861,11874.145,1865325,47759.187,1876859,2.658537,1865325,10.67587830,1869352,18049.057554,4.027091812
1876875,1891889,(13#)125/2,1876876,11956.573,1876875,46376.867,1891889,2.658526,1876875,10.31189578,1884367,18173.871508,4.027088048
1891890,1906904,(13#)63,1891898,12038.918,1891890,46696.190,1906889,2.658516,1891890,10.31185474,1899382,18298.570929,4.027086884
1906905,1921919,(13#)127/2,1906909,12121.119,1906905,47391.260,1921919,2.658505,1906905,10.39430840,1914397,18422.878271,4.027027538
1921920,1936934,(13#)64,1921921,12203.255,1921920,47333.817,1936889,2.658495,1921920,10.31177327,1929412,18547.443076,4.027051864
1936935,1951949,(13#)129/2,1936943,12285.364,1936935,48814.375,1951949,2.658485,1936935,10.56323884,1944428,18671.708983,4.027037804
1951950,1966964,(13#)65,1951951,12367.316,1951950,47970.175,1966963,2.658475,1951950,10.31169356,1959443,18795.702556,4.026991795
1966965,1981979,(13#)131/2,1966967,12449.231,1966965,48662.185,1981963,2.658465,1966965,10.39158946,1974458,18919.905959,4.027016738
1981980,1996994,(13#)66,1981997,12531.143,1981980,48605.286,1996979,2.658455,1981980,10.31161495,1989473,19043.579350,4.026954614
1996995,2012009,(13#)133/2,1997003,12612.845,1996995,51800.143,2012009,2.658445,1996995,10.91813952,2004488,19167.487646,4.026967635
2012010,2027024,(13#)67,2012011,12694.480,2018940,50215.289,2027023,2.658435,2018940,10.48482309,2019503,19291.116771,4.026946686
2027025,2042039,(13#)135/2,2027033,12776.114,2040885,50049.744,2042039,2.658425,2040885,10.35329657,2034518,19414.655795,4.026931512
2042040,2057054,(17#)4,2042059,12857.692,2042040,53196.650,2057053,2.658415,2042040,10.99889284,2049533,19538.225835,4.026946637
2057055,2072069,(13#)137/2,2057087,12939.205,2057055,50559.494,2072053,2.658406,2057055,10.38780553,2064548,19661.262167,4.026875805
2072070,2087084,(13#)69,2072078,13020.454,2072070,52908.286,2087081,2.658396,2072070,10.80240611,2079563,19784.675930,4.026905818
2087085,2102099,(13#)139/2,2087086,13101.709,2087085,51189.594,2097152,2.658389,2087085,10.38661618,2094579,19907.663646,4.026871972
2102100,2117114,(13#)70,2102102,13182.932,2102100,51133.706,2117099,2.658378,2102100,10.31131420,2109594,20030.731825,4.026877153
2117115,2132129,(13#)141/2,2117119,13264.075,2117115,52591.723,2132129,2.658368,2117115,10.54041751,2124609,20153.564713,4.026857327
2132130,2147144,(13#)71,2132134,13345.159,2132130,52513.096,2147137,2.658359,2132130,10.46068053,2139624,20276.181606,4.026816734
2147145,2162159,(13#)143/2,2147146,13426.142,2147145,52077.064,2162137,2.658350,2147145,10.31120661,2154639,20398.951111,4.026828238
2162160,2177174,(13#)72,2162164,13507.098,2162160,52390.988,2177167,2.658341,2162160,10.31117114,2169654,20521.406563,4.026799126
2177175,2192189,(13#)145/2,2177206,13588.088,2177175,54656.611,2192161,2.658332,2177175,10.69303001,2184669,20643.827392,4.026784531
2192190,2207204,(13#)73,2192194,13668.728,2204475,54151.573,2207203,2.658323,2204475,10.48090249,2199684,20766.280790,4.026796933
2207205,2222219,(13#)147/2,2207206,13749.428,2207205,53331.021,2222219,2.658314,2207205,10.31106693,2214699,20888.230960,4.026732550
2222220,2237234,(13#)74,2222228,13830.124,2222220,55176.537,2237219,2.658306,2222220,10.60563349,2229714,21010.686213,4.026785690
2237235,2252249,(13#)149/2,2237252,13910.750,2238390,55885.622,2252233,2.658297,2238390,10.67491363,2244729,21132.453897,4.026726883
2252250,2267264,(13#)75,2252251,13991.149,2258025,55712.437,2267263,2.658288,2258025,10.56190649,2259745,21254.416116,4.026725176
2267265,2282279,(13#)151/2,2267266,14071.603,2277660,55563.253,2282257,2.658280,2277660,10.45517626,2274760,21376.206015,4.026710212
2282280,2297294,(13#)76,2282281,14151.965,2282280,58121.416,2297291,2.658271,2282280,10.91742164,2289775,21497.980096,4.026711372
2297295,2312309,(17#)9/2,2297297,14232.278,2297295,58884.183,2312293,2.658263,2297295,10.99825627,2304790,21619.522334,4.026688023
2312310,2327324,(13#)77,2312311,14312.514,2312310,55515.186,2327323,2.658254,2312310,10.31083268,2319805,21740.919114,4.026656526
2327325,2342339,(13#)155/2,2327326,14392.702,2327325,57751.186,2342309,2.658246,2327325,10.66634505,2334820,21862.583174,4.026692730
2342340,2357354,(13#)78,2342348,14472.862,2342340,56136.902,2357353,2.658238,2342340,10.31076786,2349835,21983.690207,4.026644436
2357355,2372369,(13#)157/2,2357357,14552.852,2357355,56811.536,2372369,2.658230,2357355,10.37725674,2364850,22104.919418,4.026636746
2372370,2387384,(13#)79,2372371,14632.828,2372370,57494.728,2387383,2.658221,2372370,10.44460949,2379865,22225.894052,4.026600575
2387385,2402399,(13#)159/2,2387386,14712.759,2387385,58186.550,2402383,2.658213,2387385,10.51284276,2394880,22347.133761,4.026629789
2402400,2417414,(13#)80,2402401,14792.601,2415105,57803.429,2417399,2.658205,2415105,10.33999007,2409895,22467.894843,4.026589929
2417415,2432429,(13#)161/2,2417419,14872.409,2417415,60433.804,2432429,2.658197,2417415,10.80159164,2424910,22588.741689,4.026582688
2432430,2447444,(13#)81,2432447,14952.208,2434740,58710.817,2447437,2.658189,2434740,10.42908697,2439925,22709.634735,4.026600250
2447445,2462459,(13#)163/2,2447446,15031.803,2447445,58667.227,2462443,2.658182,2447445,10.37458950,2454941,22830.121226,4.026562331
2462460,2477474,(13#)82,2462462,15111.415,2462460,60116.804,2477471,2.658174,2462460,10.57489055,2469956,22950.695727,4.026556521
2477475,2492489,(13#)165/2,2477494,15191.051,2477475,58922.400,2492461,2.658166,2477475,10.31048807,2484971,23071.102566,4.026537526
2492490,2507504,(13#)83,2492494,15270.456,2492490,59961.974,2507489,2.658158,2492490,10.43774779,2499986,23191.489612,4.026531110
2507505,2522519,(13#)167/2,2507522,15349.950,2507505,59899.621,2522503,2.658151,2507505,10.37291583,2515001,23311.690281,4.026508210
2522520,2537534,(13#)84,2522522,15429.236,2523675,60876.514,2537527,2.658143,2523675,10.48368037,2530016,23432.007048,4.026520892
2537535,2552549,(13#)169/2,2537537,15508.530,2545620,60714.045,2552531,2.658136,2545620,10.37774147,2545031,23551.800510,4.026459291
2552550,2567564,(17#)5,2552558,15587.821,2552550,64492.416,2567557,2.658128,2552550,10.99769622,2560046,23672.068754,4.026494146
2567565,2582579,(13#)171/2,2567569,15666.977,2567565,64343.407,2582551,2.658121,2567565,10.91680009,2575061,23791.895708,4.026468766
2582580,2597594,(13#)86,2582581,15746.092,2582580,62565.380,2597591,2.658113,2582580,10.56175258,2590076,23911.868250,4.026482832
2597595,2612609,(13#)173/2,2597603,15825.202,2611455,63841.755,2612549,2.658106,2611455,10.67411780,2605091,24031.314809,4.026423220
2612610,2627624,(13#)87,2612612,15904.210,2612610,63973.699,2627617,2.658099,2612610,10.69208555,2620106,24151.351571,4.026476916
2627625,2642639,(13#)175/2,2627627,15983.145,2627625,61995.167,2642639,2.658091,2627625,10.31019711,2635121,24270.704605,4.026430773
2642640,2657654,(13#)88,2642644,16062.083,2645370,63383.914,2657651,2.658084,2645370,10.47997845,2650136,24389.916588,4.026376018
2657655,2672669,(13#)177/2,2657657,16140.895,2657655,63705.413,2672639,2.658077,2657655,10.49102074,2665151,24509.768366,4.026440689
2672670,2687684,(13#)89,2672671,16219.681,2672670,63635.816,2687677,2.658070,2672670,10.42862055,2680166,24628.734271,4.026373567
2687685,2702699,(13#)179/2,2687723,16298.611,2687685,63575.222,2702681,2.658063,2687685,10.36833505,2695182,24748.143906,4.026392899
2702700,2717714,(13#)90,2702701,16377.098,2709630,65213.547,2717713,2.658056,2709630,10.56097842,2710197,24867.165297,4.026362551
2717715,2732729,(13#)181/2,2717731,16455.802,2717715,64184.801,2732701,2.658049,2717715,10.36762930,2725212,24986.160001,4.026341509
2732730,2747744,(13#)91,2732734,16534.324,2732730,64133.007,2747713,2.658042,2732730,10.31000447,2740227,25105.523299,4.026392753
2747745,2762759,(13#)183/2,2747746,16612.827,2747745,65529.701,2762759,2.658035,2747745,10.48472303,2755242,25224.094176,4.026329952
2762760,2777774,(13#)92,2762761,16691.279,2762760,67824.858,2777771,2.658028,2762760,10.80090092,2770257,25342.906852,4.026319084
2777775,2792789,(13#)185/2,2777813,16769.884,2777775,66904.487,2792773,2.658022,2777775,10.60449365,2785272,25461.821415,4.026337028
2792790,2807804,(13#)93,2792792,16848.103,2792790,67603.437,2807789,2.658015,2792790,10.66541189,2800287,25580.266909,4.026293510
2807805,2822819,(17#)11/2,2807806,16926.368,2807805,70030.613,2822819,2.658008,2807805,10.99719679,2815302,25699.055802,4.026316579
2822820,2837834,(13#)94,2822822,17004.627,2822820,67422.970,2837803,2.658001,2822820,10.53895356,2830317,25817.482026,4.026295080
2837835,2852849,(13#)189/2,2837839,17082.827,2847075,67376.838,2852849,2.657995,2847075,10.45405660,2845332,25935.764692,4.026263685
2852850,2867864,(13#)95,2852854,17160.990,2852850,70479.226,2867861,2.657988,2852850,10.91625293,2860347,26054.137327,4.026258504
2867865,2882879,(13#)191/2,2867867,17239.067,2867865,67220.414,2882863,2.657982,2867865,10.36431793,2875362,26172.641424,4.026285361
2882880,2897894,(13#)96,2882897,17317.194,2882880,67169.379,2897893,2.657975,2882880,10.30974340,2890377,26290.906400,4.026286978
2897895,2912909,(13#)193/2,2897897,17395.114,2905980,68021.226,2912893,2.657969,2905980,10.36861723,2905392,26408.588862,4.026211505
2912910,2927924,(13#)97,2912929,17473.150,2912910,68487.674,2927917,2.657962,2912910,10.41821626,2920407,26526.878868,4.026240463
2927925,2942939,(13#)195/2,2927941,17551.033,2927925,68076.387,2942909,2.657956,2927925,10.30966823,2935422,26644.716297,4.026212099
2942940,2957954,(13#)98,2942959,17628.896,2942940,68378.367,2957947,2.657949,2942940,10.30964334,2950437,26762.549151,4.026194602
2957955,2972969,(13#)197/2,2957963,17706.638,2957955,69032.315,2972969,2.657943,2957955,10.36248852,2965452,26880.599557,4.026220913
2972970,2987984,(13#)99,2972971,17784.352,2984520,71656.392,2987983,2.657937,2984520,10.67344279,2980468,26998.127895,4.026180146
2987985,3002999,(13#)199/2,2987989,17862.069,2987985,69634.763,3002981,2.657931,2987985,10.36190275,2995483,27116.063557,4.026211094
3003000,3018014,(13#)100,3003002,17939.723,3003000,69584.293,3018013,2.657924,3003000,10.30954559,3010498,27233.347671,4.026156252
3018015,3033029,(13#)201/2,3018019,18017.326,3028410,71271.633,3033011,2.657918,3028410,10.48277399,3025513,27350.924528,4.026155735
3033030,3048044,(13#)101,3033053,18094.981,3043425,71203.394,3048043,2.657912,3043425,10.42798092,3040528,27468.377257,4.026147580
3048045,3063059,(13#)203/2,3048047,18172.381,3048045,73097.370,3063059,2.657906,3048045,10.69130618,3055543,27585.735995,4.026136244
3063060,3078074,(17#)6,3063068,18249.898,3063060,75506.378,3078073,2.657900,3063060,10.99674671,3070558,27703.284665,4.026162898
3078075,3093089,(13#)205/2,3078098,18327.378,3078075,72910.238,3093071,2.657894,3078075,10.57377076,3085573,27820.502141,4.026151584
3093090,3108104,(13#)103,3093094,18404.648,3093090,72094.407,3108103,2.657888,3093090,10.41147647,3100588,27937.210179,4.026077244
3108105,3123119,(13#)207/2,3108109,18481.957,3108105,75101.180,3123091,2.657882,3108105,10.80030273,3115603,28054.573121,4.026107623
3123120,3138134,(13#)104,3123137,18559.300,3123120,71987.246,3138131,2.657876,3123120,10.30935662,3130618,28171.696791,4.026113396
3138135,3153149,(13#)209/2,3138137,18636.452,3138135,76538.942,3153149,2.657870,3138135,10.91576497,3145633,28288.606186,4.026098468
3153150,3168164,(13#)105,3153158,18713.678,3161235,74517.857,3168119,2.657864,3161235,10.56021253,3160648,28405.492336,4.026090141
3168165,3183179,(13#)211/2,3168167,18790.773,3182025,73639.570,3183179,2.657858,3182025,10.37664789,3175663,28522.223310,4.026069669
3183180,3198194,(13#)106,3183188,18867.920,3183180,74619.397,3198191,2.657852,3183180,10.51140769,3190678,28638.937093,4.026056556
3198195,3213209,(13#)213/2,3198197,18944.914,3198195,74548.213,3213163,2.657847,3198195,10.45865200,3205693,28755.704070,4.026060464
3213210,3228224,(13#)107,3213233,19022.024,3213210,74484.626,3228223,2.657841,3213210,10.40740341,3220708,28872.303540,4.026050350
3228225,3243239,(13#)215/2,3228227,19098.875,3228225,75887.264,3243239,2.657835,3228225,10.56064191,3235723,28988.694673,4.026020734
3243240,3258254,(13#)108,3243242,19175.802,3243240,74378.781,3258247,2.657830,3243240,10.30917579,3250738,29105.445640,4.026050308
3258255,3273269,(13#)217/2,3258256,19252.750,3258255,77251.989,3273269,2.657824,3258255,10.66464178,3265753,29221.636695,4.026011617
3273270,3288284,(13#)109,3273274,19329.509,3273270,75675.642,3288269,2.657818,3273270,10.40547889,3280768,29338.064451,4.026014794
3288285,3303299,(13#)219/2,3288286,19406.277,3288285,76332.924,3303281,2.657813,3288285,10.45430876,3295783,29454.221516,4.025989913
3303300,3318314,(13#)110,3303308,19483.065,3303300,75570.425,3318307,2.657807,3303300,10.30908822,3310798,29570.595181,4.026003581
3318315,3333329,(17#)13/2,3318319,19559.718,3318315,80925.753,3333313,2.657802,3318315,10.99633771,3325814,29686.832600,4.026007391
3333330,3348344,(13#)111,3333331,19636.356,3333330,78341.392,3348307,2.657796,3333330,10.60358935,3340829,29802.679615,4.025967181
3348345,3363359,(13#)223/2,3348349,19712.984,3357585,79350.290,3363343,2.657790,3357585,10.67285814,3355844,29918.831810,4.025977008
3363360,3378374,(13#)112,3363364,19789.576,3377220,77158.661,3378373,2.657785,3377220,10.32574548,3370859,30034.555237,4.025937862
3378375,3393389,(13#)225/2,3378377,19866.070,3378375,77056.208,3393373,2.657780,3378375,10.30898128,3385874,30150.928564,4.025994207
3393390,3408404,(13#)113,3393394,19942.577,3393390,78049.775,3408389,2.657774,3393390,10.40183382,3400889,30266.413579,4.025940322
3408405,3423419,(13#)227/2,3408407,20018.999,3416490,78897.688,3423419,2.657769,3416490,10.45316826,3415904,30381.858545,4.025890030
3423420,3438434,(13#)114,3423428,20095.455,3423420,82530.802,3438419,2.657763,3423420,10.91532538,3430919,30498.229157,4.025970472
3438435,3453449,(13#)229/2,3438439,20171.772,3438435,78586.600,3453409,2.657758,3438435,10.35431131,3445934,30613.347400,4.025893746
3453450,3468464,(13#)115,3453451,20248.076,3453450,82277.878,3468463,2.657753,3453450,10.79977602,3460949,30729.361092,4.025943035
3468465,3483479,(13#)231/2,3468481,20324.432,3468465,78833.822,3483463,2.657748,3468465,10.30885657,3475964,30844.594004,4.025898037
3483480,3498494,(13#)116,3483481,20400.594,3483480,82060.281,3498493,2.657742,3483480,10.69064479,3490979,30960.082992,4.025894694
3498495,3513509,(13#)233/2,3498503,20476.827,3498495,79768.922,3513491,2.657737,3498495,10.35344261,3505994,31075.775486,4.025925546
3513510,3528524,(13#)117,3513511,20552.950,3527160,81306.388,3528521,2.657732,3527160,10.47856878,3521009,31190.499208,4.025839023
3528525,3543539,(13#)235/2,3528526,20629.079,3528525,81793.863,3543523,2.657727,3528525,10.53785931,3536024,31306.223074,4.025889542
3543540,3558554,(13#)118,3543556,20705.245,3543540,81719.811,3558553,2.657722,3543540,10.48961064,3551039,31421.232588,4.025855789
3558555,3573569,(13#)237/2,3558556,20781.207,3558555,81652.591,3573529,2.657716,3558555,10.44261502,3566054,31536.323650,4.025840370
3573570,3588584,(17#)7,3573574,20857.210,3573570,86293.942,3588527,2.657711,3573570,10.99596328,3581069,31651.673765,4.025865523
3588585,3603599,(13#)239/2,3588586,20933.155,3588585,81537.775,3603583,2.657706,3588585,10.35219242,3596084,31766.831130,4.025873464
3603600,3618614,(13#)120,3603608,21009.146,3612840,83658.582,3618583,2.657701,3612840,10.55956272,3611099,31881.366703,4.025810327
3618615,3633629,(13#)241/2,3618631,21085.022,3632475,82524.436,3633583,2.657696,3632475,10.36754503,3626114,31996.413328,4.025819377
3633630,3648644,(13#)121,3633647,21160.870,3633630,82078.194,3648643,2.657691,3633630,10.30863711,3641129,32111.447531,4.025834032
3648645,3663659,(13#)243/2,3648647,21236.599,3652110,83387.645,3663659,2.657686,3652110,10.42710307,3656144,32226.156070,4.025815119
3663660,3678674,(13#)122,3663661,21312.361,3663660,84067.228,3678671,2.657681,3663660,10.48332036,3671159,32340.806766,4.025796356
3678675,3693689,(13#)245/2,3678683,21388.125,3691380,83167.183,3693689,2.657676,3678675,10.30857915,3686174,32455.670211,4.025811211
3693690,3708704,(13#)123,3693691,21463.780,3693690,85388.136,3708697,2.657671,3693690,10.57288217,3701189,32570.012299,4.025768602
3708705,3723719,(13#)247/2,3708706,21539.445,3708705,88461.373,3723719,2.657667,3708705,10.91492586,3716204,32684.876821,4.025797636
3723720,3738734,(13#)124,3723721,21615.049,3730650,86939.331,3738733,2.657662,3730650,10.67234333,3731219,32799.246898,4.025772687
3738735,3753749,(13#)249/2,3738743,21690.662,3738735,85171.983,3753721,2.657657,3738735,10.43576869,3746234,32913.637784,4.025757386
3753750,3768764,(13#)125,3753751,21766.168,3753750,84426.331,3768731,2.657652,3753750,10.30848454,3761250,33028.340609,4.025786989
3768765,3783779,(13#)251/2,3768769,21841.688,3768765,85059.410,3783739,2.657647,3768765,10.34986532,3776265,33142.489622,4.025755868
3783780,3798794,(13#)126,3783797,21917.220,3783780,85011.916,3798793,2.657642,3783780,10.30844719,3791280,33256.608865,4.025728151
3798795,3813809,(13#)253/2,3798796,21992.593,3798795,89366.590,3813773,2.657638,3798795,10.79930623,3806295,33370.905889,4.025728755
3813810,3828824,(13#)127,3813811,22067.964,3813810,86281.709,3828821,2.657633,3813810,10.39087761,3821310,33485.194865,4.025734960
3828825,3843839,(17#)15/2,3828844,22143.436,3828825,91615.156,3843823,2.657628,3828825,10.99561811,3836325,33599.444641,4.025742933
3843840,3858854,(13#)128,3843841,22218.644,3843840,86181.387,3858851,2.657624,3843840,10.30837365,3851340,33713.274127,4.025707191
3858855,3873869,(13#)257/2,3858859,22293.945,3858855,86812.494,3873847,2.657619,3858855,10.34878038,3866355,33827.251055,4.025695746
3873870,3888884,(13#)129,3873871,22369.180,3873870,88881.510,3888851,2.657614,3873870,10.55976030,3881370,33941.375900,4.025708297
3888885,3903899,(13#)259/2,3888887,22444.399,3888885,89544.345,3903899,2.657610,3888885,10.60284283,3896385,34055.478260,4.025724385
3903900,3918914,(13#)130,3903901,22519.573,3903900,87348.626,3918913,2.657605,3903900,10.30830140,3911400,34168.809342,4.025655858
3918915,3933929,(13#)261/2,3918919,22594.731,3918915,90885.998,3933929,2.657600,3918915,10.69007182,3926415,34282.890289,4.025682138
3933930,3948944,(13#)131,3933934,22669.851,3933930,88613.061,3948911,2.657596,3933930,10.38817487,3941430,34396.937431,4.025710378
3948945,3963959,(13#)263/2,3948953,22744.933,3948945,88560.611,3963959,2.657591,3948945,10.34774332,3956445,34510.271566,4.025661423
3963960,3978974,(13#)132,3963977,22820.017,3968055,90052.187,3978971,2.657587,3968055,10.47800816,3971460,34623.841664,4.025646412
3978975,3993989,(13#)265/2,3978979,22894.955,3978975,90545.842,3993959,2.657582,3978975,10.51033468,3986475,34737.501725,4.025647985
3993990,4009004,(13#)133,3993991,22969.910,3993990,94336.295,4009003,2.657578,3993990,10.91455989,4001490,34851.113197,4.025649919
4009005,4024019,(13#)267/2,4009007,23044.850,4009005,90413.449,4024003,2.657573,4009005,10.42666285,4016505,34964.750960,4.025660789
4024020,4039034,(13#)134,4024021,23119.746,4037880,91456.303,4039019,2.657569,4037880,10.48139085,4031520,35078.139152,4.025648848
